Identifiant_de_l_etablissement,Type_etablissement,Statut_public_prive,Type_contrat_prive,Nom_etablissement,Adresse_1,Adresse_2,Adresse_3,Code_postal,Code_commune,Nom_commune,Code_departement,Libelle_departement,Code_academie,Libelle_academie,Code_region,Libelle_region,Ecole_maternelle,Ecole_elementaire,Voie_generale,Voie_technologique,Voie_professionnelle,Telephone,Fax,Web,Mail,Restauration,Hebergement,ULIS,Lycee_des_metiers,Apprentissage,Segpa,Post_BAC,Section_arts,Section_cinema,Section_theatre,Section_sport,Section_internationale,Section_europeenne,Lycee_Agricole,Lycee_militaire,Nombre_d_eleves,GRETA,SIREN_SIRET,Fiche_onisep,Appartenance_Education_Prioritaire,coordX_origine,coordY_origine,epsg_origine,nom_circonscription,latitude,longitude,position,precision_localisation,date_ouverture,date_maj_ligne,etat,ministere_tutelle,multi_uai,rpi_concentre,rpi_disperse,code_nature,libelle_nature
0350619H,Ecole,Public,SANS OBJET,Ecole élémentaire publique Châteaugiron-Landry,111 bis rue de Chateaugiron ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0299519879,,,ecole.0350619H@ac-rennes.fr,1,0,0,,,,,,,,,,,,,180,,21350238800282,,,354340.2,6787926.8,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Est,48.10016301750925,-1.6462348202276857,"48.10016301750925,-1.6462348202276857",Numéro de rue,1965-10-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0350624N,Ecole,Public,SANS OBJET,Ecole élémentaire publique Contour Saint-Aubin,10 contour SAINT AUBIN ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0299387081,,,ecole.0350624N@ac-rennes.fr,1,0,0,,,,,,,,,,,,,196,,21350238800183,,,351943.6,6789788.0,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Ouest,48.11560898827528,-1.6798549332972477,"48.11560898827528,-1.6798549332972477",Numéro de rue,1965-10-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0350632X,Ecole,Public,SANS OBJET,Ecole élémentaire publique Colombier,9 rue du Docteur Francis Joly ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0299314133,,,ecole.0350632X@ac-rennes.fr,1,0,0,,,,,,,,,,,,,136,,21350238800472,,,351673.7,6788351.3,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Ouest,48.102559701229,-1.6823312774655401,"48.102559701229,-1.6823312774655401",Numéro de rue,1965-10-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0350635A,Ecole,Public,SANS OBJET,Ecole élémentaire publique Poterie,167 rue de Vern ,,35200 RENNES,35200,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0257213007,,,ecole.0350635A@ac-rennes.fr,1,0,0,,,,,,,,,,,,,199,,21350238800993,,,354344.2,6787042.8,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Sud,48.09222418210379,-1.6454829235245203,"48.09222418210379,-1.6454829235245203",Numéro de rue,1965-10-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0350638D,Ecole,Public,SANS OBJET,Ecole élémentaire publique Carle Bahon,3 rue Francisco Ferrer ,,35200 RENNES,35200,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0299322589,,,ecole.0350638D@ac-rennes.fr,1,0,0,,,,,,,,,,,,,160,,21350238800357,,,353687.8,6787610.1,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Est,48.096972571950126,-1.654733211302195,"48.096972571950126,-1.654733211302195",Numéro de rue,1965-10-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0350639E,Ecole,Public,SANS OBJET,Ecole élémentaire publique Villeneuve,38 rue Ginguene ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0299650868,,,ecole.0350639E@ac-rennes.fr,1,0,0,,,,,,,,,,,,,185,,21350238800381,,,351666.0,6787935.7,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Sud,48.098822382435664,-1.6821036672603868,"48.098822382435664,-1.6821036672603868",Numéro de rue,1965-10-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0350643J,Ecole,Public,SANS OBJET,Ecole maternelle publique Champion de Cicé,44 rue Champion de Cice ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0257213028,,,ecole.0350643J@ac-rennes.fr,1,0,0,,,,,,,,,,,,,154,,21350238800191,,,349929.4,6788470.4,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Ouest,48.1026969953369,-1.7058187638422324,"48.1026969953369,-1.7058187638422324",Numéro de rue,1965-10-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0350646M,Ecole,Public,SANS OBJET,Ecole maternelle publique Châteaugiron-Landry,111 bis rue de Chateaugiron ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0299324449,,,ecole.0350646M@ac-rennes.fr,1,0,0,,,,,,,,,,,,,142,,21350238800274,,,354355.7,6787882.2,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Est,48.0997705798298,-1.6459917228132106,"48.0997705798298,-1.6459917228132106",Numéro de rue,1965-10-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0350647N,Ecole,Public,SANS OBJET,Ecole maternelle publique Clemenceau,2 rue Louis et René Moine ,,35200 RENNES,35200,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0257213019,,,ecole.0350647N@ac-rennes.fr,1,0,0,,,,,,,,,,,,,166,,21350238800639,,REP,351622.9,6787365.8,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Sud,48.093680139282384,-1.6822279377361893,"48.093680139282384,-1.6822279377361893",Numéro de rue,1965-10-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0350649R,Ecole,Public,SANS OBJET,Ecole maternelle publique Joseph Lotte,1 rue JOSEPH LOTTE ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0299332196,,,ecole.0350649R@ac-rennes.fr,1,0,0,,,,,,,,,,,,,104,,21350238800589,,,351494.6,6790731.4,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Ouest,48.12384367151368,-1.686629870884517,"48.12384367151368,-1.686629870884517",Numéro de rue,1965-10-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0350650S,Ecole,Public,SANS OBJET,Ecole maternelle publique Camille Claudel,102 boulevard la Duchesse Anne ,,35700 RENNES,35700,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0299630763,,,ecole.0350650S@ac-rennes.fr,1,0,0,,,,,,,,,,,,,82,,21350238801512,,,352841.1,6790291.8,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Est,48.120612220201146,-1.6682155726029975,"48.120612220201146,-1.6682155726029975",Numéro de rue,1965-10-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0350657Z,Ecole,Public,SANS OBJET,Ecole maternelle publique Poterie,167 rue de Vern ,,35200 RENNES,35200,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0257213006,,,ecole.0350657Z@ac-rennes.fr,1,0,0,,,,,,,,,,,,,112,,21350238800910,,,354314.2,6787057.5,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Sud,48.09234035869006,-1.6458967928713404,"48.09234035869006,-1.6458967928713404",Numéro de rue,1965-10-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0350658A,Ecole,Public,SANS OBJET,Ecole maternelle publique Quineleu,1 rue DE RIAVAL ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0299516441,,,ecole.0350658A@ac-rennes.fr,1,0,0,,,,,,,,,,,,,138,,21350238800795,,,352660.5,6788196.5,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Sud,48.10169466660632,-1.6689743901496226,"48.10169466660632,-1.6689743901496226",Numéro de rue,1965-10-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0350660C,Ecole,Public,SANS OBJET,Ecole maternelle publique Saint-Malo,7 rue Saint Malo ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0299365337,,,ecole.0350660C@ac-rennes.fr,1,0,0,,,,,,,,,,,,,112,,21350238800605,,,351810.1,6789840.6,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Ouest,48.11601030545487,-1.6816876120470299,"48.11601030545487,-1.6816876120470299",Numéro de rue,1965-10-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0350661D,Ecole,Public,SANS OBJET,Ecole maternelle publique Colombier,7 rue du Docteur Francis Joly ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0299307511,,,ecole.0350661D@ac-rennes.fr,1,0,0,,,,,,,,,,,,,101,,21350238800464,,,351630.2,6788369.4,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Ouest,48.10269908867317,-1.6829290631449287,"48.10269908867317,-1.6829290631449287",Numéro de rue,1965-10-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0350663F,Ecole,Public,SANS OBJET,Ecole maternelle publique Carle Bahon,7 rue Francisco Ferrer ,,35200 RENNES,35200,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0299519810,,,ecole.0350663F@ac-rennes.fr,1,0,0,,,,,,,,,,,,,104,,21350238800365,,,353688.0,6787620.9,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Est,48.09706969343818,-1.654739076522502,"48.09706969343818,-1.654739076522502",Numéro de rue,1965-10-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0350664G,Ecole,Public,SANS OBJET,Ecole maternelle publique Villeneuve,38 rue Ginguene ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0299317847,,,ecole.0350664G@ac-rennes.fr,1,0,0,,,,,,,,,,,,,98,,21350238800399,,,351667.4,6787925.0,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Sud,48.098727013909546,-1.6820763753483838,"48.098727013909546,-1.6820763753483838",Numéro de rue,1965-10-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0350665H,Ecole,Public,SANS OBJET,Ecole maternelle publique Clôteaux,56 avenue de Brequigny ,,35200 RENNES,35200,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0257213032,,,ecole.0350665H@ac-rennes.fr,1,0,0,,,,,,,,,,,,,93,,21350238800258,,REP,350798.0,6786383.5,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Sud,48.084416012157426,-1.6925049844483504,"48.084416012157426,-1.6925049844483504",Numéro de rue,1965-10-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0350902R,Ecole,Public,SANS OBJET,Ecole maternelle publique la Marelle,16 boulevard Plazanet ,,35150 JANZE,35150,35136,Janzé,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0299470834,,,ecole.0350902R@ac-rennes.fr,1,0,0,,,,,,,,,,,,,182,,21350136400037,,,364487.5,6772001.9,EPSG:2154,Circonscription d'inspection du 1er degré de Châteaubourg,47.962380491416354,-1.4979584239554293,"47.962380491416354,-1.4979584239554293",Numéro de rue,1968-10-07,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0350944L,Ecole,Public,SANS OBJET,Ecole maternelle publique Guillevic,2 chemin du Landrel ,,35200 RENNES,35200,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0257213017,,,ecole.0350944L@ac-rennes.fr,1,0,0,,,,,,,,,,,,,109,,21350238800514,,REP+,353641.4,6786772.5,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Sud,48.08942386631821,-1.6546925495648694,"48.08942386631821,-1.6546925495648694",Numéro de rue,1969-08-22,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0351014M,Ecole,Public,SANS OBJET,Ecole maternelle publique Beausoleil,Rue des Ecoles ,,35510 CESSON SEVIGNE,35510,35051,Cesson-Sévigné,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0299831334,,,ecole.0351014M@ac-rennes.fr,1,0,0,,,,,,,,,,,,,178,,21350051500043,,,357196.6,6789531.0,EPSG:2154,Circonscription d'inspection du 1er degré de Cesson-Sévigné,48.11607910489328,-1.6091848587571878,"48.11607910489328,-1.6091848587571878",Numéro de rue,1970-06-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0351023X,Ecole,Public,SANS OBJET,Ecole maternelle publique Guy Gérard,1 chemin DE LA METAIRIE ,,35740 PACE,35740,35210,Pacé,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,0,,,,0223413044,,,ecole.0351023X@ac-rennes.fr,1,0,0,,,,,,,,,,,,,138,,21350210700039,,,345317.4,6793541.7,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Grégoire,48.14575924154473,-1.7717804085354465,"48.14575924154473,-1.7717804085354465",Numéro de rue,1970-06-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,101,ECOLE MATERNELLE
0351025Z,Ecole,Public,SANS OBJET,Ecole élémentaire publique Jean de la Fontaine,12 rue de la Mettrie ,,35850 ROMILLE,35850,35245,Romillé,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0299232876,,,ecole.0351025Z@ac-rennes.fr,1,0,0,,,,,,,,,,,,,259,,21350245300045,,,337015.6,6801723.9,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Grégoire,48.214678006745736,-1.8899967185210385,"48.214678006745736,-1.8899967185210385",Numéro de rue,1970-06-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0351059L,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée St Joseph,10 rue du Stade ,,35850 IRODOUER,35850,35135,Irodouër,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299398391,,,ec.0351059L@ac-rennes.fr,1,0,0,,,,,,,,,,,,,169,,77769333400016,,,333156.2,6805833.5,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Grégoire,48.249422058823455,-1.9453169293988382,"48.249422058823455,-1.9453169293988382",Numéro de rue,1971-03-18,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0351072A,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée Notre Dame,21 rue de la Butte ,,35133 LECOUSSE,35133,35150,Lécousse,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299994552,,,ec.0351072A@ac-rennes.fr,1,0,0,,,,,,,,,,,,,159,,77769676600016,,,387644.2,6815479.2,EPSG:2154,Circonscription d'inspection du 1er degré de Fougères,48.364495025898215,-1.2192373825838594,"48.364495025898215,-1.2192373825838594",Numéro de rue,1971-03-18,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0351126J,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée Notre Dame,3 rue Paumier ,,35760 MONTGERMONT,35760,35189,Montgermont,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299688227,,,ec.0351126J@ac-rennes.fr,1,0,0,,,,,,,,,,,,,92,,30695799400016,,,349405.4,6794385.8,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Grégoire,48.15554991731638,-1.7175910230899976,"48.15554991731638,-1.7175910230899976",Numéro de rue,1971-03-18,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0351229W,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée la Sagesse,36 rue de Montmuran ,,35630 LA CHAPELLE CHAUSSEE,35630,35058,La Chapelle-Chaussée,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299458827,,,ec.0351229W@ac-rennes.fr,1,0,0,,,,,,,,,,,,,50,,77766351900018,,,339871.5,6807996.2,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Grégoire,48.272591375202445,-1.856811049145826,"48.272591375202445,-1.856811049145826",Numéro de rue,1971-03-18,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,035013,151,ECOLE DE NIVEAU ELEMENTAIRE
0351230X,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée Notre Dame,4 rue du Matelon ,,35520 LA CHAPELLE DES FOUGERETZ,35520,35059,La Chapelle-des-Fougeretz,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299665279,,,ec.0351230X@ac-rennes.fr,1,0,0,,,,,,,,,,,,,160,,77766369100015,,,348356.6,6797068.7,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Grégoire,48.17908328926041,-1.7338316024068914,"48.17908328926041,-1.7338316024068914",Numéro de rue,1971-03-18,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0351245N,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée St Amand,3 rue François Chapin ,,35230 NOYAL CHATILLON SUR SEICHE,35230,35206,Noyal-Châtillon-sur-Seiche,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299523696,,,ec.0351245N@ac-rennes.fr,1,0,0,,,,,,,,,,,,,192,,77766697500043,,,352855.8,6781717.7,EPSG:2154,Circonscription d'inspection du 1er degré de Chartres-de-Bretagne,48.04359946100585,-1.6612203053342134,"48.04359946100585,-1.6612203053342134",Numéro de rue,1971-03-18,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0351267M,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée St Joseph,1 impasse DU PRESBYTERE ,,35150 CORPS NUDS,35150,35088,Corps-Nuds,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299440001,,,ec.0351267M@ac-rennes.fr,1,0,0,,,,,,,,,,,,,96,,77767059700015,,,357882.1,6774042.2,EPSG:2154,Circonscription d'inspection du 1er degré de Châteaubourg,47.97729325725276,-1.5879022405348606,"47.97729325725276,-1.5879022405348606",Numéro de rue,1971-03-18,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0351372B,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée Notre Dame,12 rue Abbé Pierre ,,35760 ST GREGOIRE,35760,35278,Saint-Grégoire,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299689784,,,ec.0351372B@ac-rennes.fr,1,0,0,,,,,,,,,,,,,562,,77776187500049,,,352364.9,6794199.7,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Grégoire,48.15546166855659,-1.6777134034004622,"48.15546166855659,-1.6777134034004622",Numéro de rue,1971-03-18,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0351479T,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée St Joseph,36 rue du Mont Saint-Michel ,,35420 POILLEY,35420,35230,Poilley,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299951902,,,ec.0351479T@ac-rennes.fr,1,0,0,,,,,,,,,,,,,45,,77771913900019,,,385000.2,6826909.2,EPSG:2154,Circonscription d'inspection du 1er degré de Fougères,48.46589978101006,-1.263210755827993,"48.46589978101006,-1.263210755827993",Numéro de rue,1971-03-18,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,035042,151,ECOLE DE NIVEAU ELEMENTAIRE
0351492G,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée St Clément,92 rue Eugène Pottier ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299654347,,,ec.0351492G@ac-rennes.fr,1,0,0,,,,,,,,,,,,,196,,77774583700016,,,349852.6,6788738.0,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Ouest,48.10505955178167,-1.707062883852066,"48.10505955178167,-1.707062883852066",Numéro de rue,1971-03-18,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0351498N,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée St Michel,1 rue DE CHATEAUGIRON ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299508958,,,ec.0351498N@ac-rennes.fr,1,0,0,,,,,,,,,,,,,348,,77774560500017,,,353383.6,6788230.2,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Est,48.102381507993556,-1.6593036716393121,"48.102381507993556,-1.6593036716393121",Numéro de rue,1971-03-18,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0351515G,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée St Laurent,9 rue Franz Heller ,,35700 RENNES,35700,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299632206,,,ec.0351515G@ac-rennes.fr,1,0,0,,,,,,,,,,,,,123,,77774562100022,,,353147.4,6791237.2,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Est,48.129267224883584,-1.6648565165849294,"48.129267224883584,-1.6648565165849294",Numéro de rue,1971-03-18,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0351516H,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée St Joseph,48 bis rue Ginguené ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299509379,,,ec.0351516H@ac-rennes.fr,1,0,0,,,,,,,,,,,,,260,,77774351900012,,,351788.0,6787892.9,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Sud,48.09850296773657,-1.6804335929194323,"48.09850296773657,-1.6804335929194323",Numéro de rue,1971-03-18,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0351522P,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée St Jean Ste Thérèse,20 rue Sully Prudhomme ,,35000 RENNES,35000,35238,Rennes,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299509610,,,ec.0351522P@ac-rennes.fr,1,0,0,,,,,,,,,,,,,315,,77774563900032,,,352704.6,6787419.4,EPSG:2154,Circonscription d'inspection du 1er degré de Rennes Sud,48.09473756957358,-1.6677661987820611,"48.09473756957358,-1.6677661987820611",Numéro de rue,1971-03-18,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0351536E,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée St Martin,10 CONTOUR DU BIGNON ,,35850 ROMILLE,35850,35245,Romillé,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299232492,,,ec.0351536E@ac-rennes.fr,1,0,0,,,,,,,,,,,,,153,,77775331000013,,,336780.7,6801854.5,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Grégoire,48.21572001745743,-1.893262004613158,"48.21572001745743,-1.893262004613158",Numéro de rue,1971-03-18,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0351659N,Ecole,Public,SANS OBJET,Ecole primaire publique le Vieux Mur,1 place Jean Gilbert ,,35850 LANGAN,35850,35144,Langan,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,1,1,,,,0299682654,,,ecole.0351659N@ac-rennes.fr,1,0,0,,,,,,,,,,,,,120,,21350144800020,,,340033.7,6804973.3,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Grégoire,48.24553375423442,-1.8521271038349054,"48.24553375423442,-1.8521271038349054",Numéro de rue,1971-06-24,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0351669Z,Ecole,Public,SANS OBJET,Ecole élémentaire publique de Miniac sous Bécherel,2 rue de l'Ecole ,,35190 MINIAC SOUS BECHEREL,35190,35180,Miniac-sous-Bécherel,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0,1,,,,0299667770,,,ecole.0351669Z@ac-rennes.fr,1,0,0,,,,,,,,,,,,,60,,21350180200028,,,334246.0,6809610.6,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Grégoire,48.28395300712874,-1.933841279445954,"48.28395300712874,-1.933841279445954",Numéro de rue,1971-06-24,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0,035009,151,ECOLE DE NIVEAU ELEMENTAIRE
